01200;4;koniec
01300;5;koniec
01400;6;koniec
01500;7;koniec
01900;8;koniec
02100;13;koniec
02200;14;koniec
02500;15;koniec
02600;16;koniec
02900;17;koniec
03100;12;koniec
03200;17;koniec
04100;9;koniec
04200;18;koniec
04300;31;koniec
05100;10;koniec
05200;19;koniec
05300;32;koniec
06100;22;koniec
06200;23;koniec
06300;24;koniec
06500;28;koniec
06600;26;koniec
06700;27;koniec
06900;28;koniec
07200;4;koniec
07300;5;koniec
07400;6;koniec
07500;7;koniec
07900;8;koniec
08100;13;koniec
08200;14;koniec
08500;15;koniec
08600;16;koniec
08900;17;koniec
09100;8;koniec
09200;14;koniec
09300;9;koniec
09400;18;koniec
09500;19;koniec
09600;31;koniec
09700;20;koniec
09800;20;koniec
11100;35;koniec
11200;35;koniec
11900;35;koniec
12100;36;koniec
12200;36;koniec
12300;37;koniec
12400;38;koniec
13100;39;koniec
13200;39;koniec
13300;39;koniec
13900;39;koniec
19100;35;koniec
19200;36;koniec
19300;36;koniec
19400;37;koniec
19500;38;koniec
19600;39;koniec
21100;72;koniec
21300;72;koniec
22100;73;koniec
23100;139;koniec
23200;139;koniec
24100;140;koniec
24900;140;koniec
25100;68;koniec
25200;69;koniec
25300;68;koniec
25500;140;koniec
25600;68;koniec
25700;68;koniec
25900;70;koniec
26100;73;koniec
29100;68;koniec
31100;57;koniec
31200;57;koniec
31300;57;koniec
31400;57;koniec
31500;57;koniec
31600;58;koniec
32100;126;koniec
32200;126;koniec
32300;137;koniec
32400;126;koniec
32500;126;koniec
32600;126;koniec
33100;131;koniec
33300;131;koniec
33500;65;koniec
33600;132;koniec
34100;133;koniec
34200;133;koniec
34300;133;koniec
34500;133;koniec
34600;133;koniec
34700;133;koniec
35100;60;koniec
35300;84;koniec
35400;61;koniec
35500;61;koniec
35800;61;koniec
36100;129;koniec
36400;130;koniec
36500;130;koniec
36600;130;koniec
36700;130;koniec
36800;130;koniec
37100;65;koniec
37200;135;koniec
37300;64;koniec
37400;65;koniec
37500;65;koniec
37600;64;koniec
37700;134;koniec
37800;65;koniec
37900;135;koniec
38100;76;koniec
38200;76;koniec
38300;143;koniec
38400;145;koniec
38500;78;koniec
39100;57;koniec
39500;57;koniec
39800;61;koniec
41100;82;koniec
41200;85;koniec
41300;86;koniec
41400;94;koniec
41500;95;koniec
41600;96;koniec
41700;88;koniec
41800;88;koniec
41900;83;koniec
42100;88;koniec
42200;88;koniec
42300;91;koniec
42700;92;koniec
42800;98;koniec
42900;99;koniec
43100;98;koniec
45100;119;koniec
45900;120;koniec
46100;121;koniec
47100;109;koniec
47200;114;koniec
47300;113;koniec
47400;115;koniec
47500;106;koniec
47600;106;koniec
47800;112;koniec
47900;110;koniec
48100;52;koniec
49100;82;koniec
