315;##########Tabulka F73_mzdpomer
0;pm;nzpm;prpm;zam_zp;zam_np;zam_sp;zam_ip;zam_pn;zam_up;zam_gf;zam_rf;fir_zp;fir_np;fir_sp;fir_ip;fir_pn;fir_up;fir_gf;fir_rf;zam_zm;pm_doh;pm_maj;np_soc;pm1;pm2;pm3;pm4;datm
1;3;Zamestnanec a konate¾, štatutár min.50% podiel;;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;ZEC;0;2015-11-28 22:31:23
