50100;10;koniec
50200;10;koniec
50300;10;koniec
50400;9;koniec
50500;9;koniec
50700;9;koniec
51100;11;koniec
51200;11;koniec
51300;11;koniec
51800;11;koniec
52100;12;koniec
52200;12;koniec
52300;12;koniec
52400;12;koniec
52500;12;koniec
52600;12;koniec
52700;12;koniec
52800;12;koniec
53100;13;koniec
53200;13;koniec
53800;13;koniec
54100;15;koniec
54200;15;koniec
54300;17;koniec
54400;17;koniec
54500;17;koniec
54600;17;koniec
54700;16;koniec
54800;17;koniec
54900;17;koniec
55100;14;koniec
55300;14;koniec
55500;17;koniec
55700;17;koniec
56100;28;koniec
56200;31;koniec
56300;32;koniec
56400;33;koniec
56500;30;koniec
56600;29;koniec
56700;33;koniec
56800;33;koniec
56900;33;koniec
58200;17;koniec
58800;17;koniec
59100;36;koniec
59200;33;koniec
59300;33;koniec
59400;33;koniec
59500;36;koniec
59600;37;koniec
59700;33;koniec
59800;33;koniec
60100;3;koniec
60200;3;koniec
60400;2;koniec
60600;3;koniec
60700;2;koniec
61100;4;koniec
61200;4;koniec
61300;4;koniec
61400;4;koniec
62100;5;koniec
62200;5;koniec
62300;5;koniec
62400;5;koniec
64100;6;koniec
64200;6;koniec
64400;7;koniec
64500;7;koniec
64600;7;koniec
64800;7;koniec
65500;7;koniec
65700;7;koniec
66100;21;koniec
66200;24;koniec
66300;25;koniec
66400;26;koniec
66500;22;koniec
66600;23;koniec
66700;26;koniec
66800;26;koniec
68200;26;koniec
68800;26;koniec
69700;26;koniec
69800;26;koniec
