01200;3;koniec
01300;3;koniec
01400;3;koniec
01500;3;koniec
01900;3;koniec
02100;5;koniec
02200;6;koniec
02500;7;koniec
02600;7;koniec
02900;7;koniec
03100;5;koniec
03200;7;koniec
04100;3;koniec
04200;6;koniec
04300;11;koniec
05100;3;koniec
05200;6;koniec
05300;11;koniec
06100;10;koniec
06200;10;koniec
06300;10;koniec
06500;11;koniec
06600;11;koniec
06700;11;koniec
06900;11;koniec
07200;3;koniec
07300;3;koniec
07400;3;koniec
07500;3;koniec
07900;3;koniec
08100;5;koniec
08200;6;koniec
08500;7;koniec
08600;7;koniec
08900;7;koniec
09100;3;koniec
09200;6;koniec
09300;3;koniec
09400;6;koniec
09500;6;koniec
09600;11;koniec
09700;8;koniec
09800;8;koniec
11100;15;koniec
11200;15;koniec
11900;15;koniec
12100;15;koniec
12200;15;koniec
12300;15;koniec
12400;15;koniec
13100;15;koniec
13200;15;koniec
13300;15;koniec
13900;15;koniec
19100;15;koniec
19200;15;koniec
19300;15;koniec
19400;15;koniec
19500;15;koniec
19600;15;koniec
21100;22;koniec
21300;22;koniec
22100;22;koniec
23100;44;koniec
23200;44;koniec
24100;45;koniec
24900;45;koniec
25100;23;koniec
25200;23;koniec
25300;23;koniec
25500;23;koniec
25600;23;koniec
25700;23;koniec
25900;23;koniec
26100;22;koniec
29100;23;koniec
31100;18;koniec
31200;18;koniec
31300;18;koniec
31400;18;koniec
31500;18;koniec
31600;18;koniec
32100;39;koniec
32200;39;koniec
32300;43;koniec
32400;39;koniec
32500;39;koniec
32600;39;koniec
33100;40;koniec
33100;40;koniec
33300;40;koniec
33500;20;koniec
33600;40;koniec
34100;41;koniec
34200;41;koniec
34300;41;koniec
34500;41;koniec
34600;41;koniec
34700;41;koniec
35100;20;koniec
35300;28;koniec
35400;20;koniec
35500;20;koniec
35800;20;koniec
36100;42;koniec
36400;42;koniec
36500;42;koniec
36600;42;koniec
36700;42;koniec
36800;42;koniec
37100;20;koniec
37200;42;koniec
37300;20;koniec
37400;16;koniec
37500;20;koniec
37600;20;koniec
37700;20;koniec
37800;20;koniec
37900;42;koniec
38100;20;koniec
38200;20;koniec
38300;42;koniec
38400;42;koniec
38500;20;koniec
39100;18;koniec
39500;20;koniec
39800;20;koniec
41100;27;koniec
41200;29;koniec
41300;29;koniec
41400;20;koniec
41500;31;koniec
41600;31;koniec
41700;29;koniec
41800;29;koniec
41900;27;koniec
42100;30;koniec
42200;30;koniec
42300;30;koniec
42700;30;koniec
42800;32;koniec
42900;32;koniec
43100;32;koniec
45100;36;koniec
45900;36;koniec
46100;37;koniec
47100;35;koniec
47200;35;koniec
47300;35;koniec
47400;35;koniec
47500;35;koniec
47600;35;koniec
47800;35;koniec
47900;35;koniec
48100;42;koniec
49100;27;koniec
