50100;6;koniec
50200;6;koniec
50300;6;koniec
50400;3;koniec
50500;3;koniec
50700;3;koniec
51100;7;koniec
51200;7;koniec
51300;7;koniec
51800;7;koniec
52100;10;koniec
52200;10;koniec
52300;10;koniec
52400;13;koniec
52500;16;koniec
52600;16;koniec
52700;16;koniec
52800;16;koniec
53100;18;koniec
53200;19;koniec
53800;19;koniec
54100;19;koniec
54200;19;koniec
54300;36;koniec
54400;30;koniec
54500;30;koniec
54600;18;koniec
54700;16;koniec
54800;18;koniec
54900;8;koniec
55100;22;koniec
55300;14;koniec
55500;18;koniec
55700;18;koniec
56100;18;koniec
56200;27;koniec
56300;18;koniec
56400;18;koniec
56500;18;koniec
56600;18;koniec
56700;18;koniec
56800;18;koniec
56900;18;koniec
58200;18;koniec
58800;18;koniec
59100;18;koniec
59200;18;koniec
59300;18;koniec
59400;18;koniec
59500;18;koniec
59600;18;koniec
59700;18;koniec
59800;18;koniec
60100;1;koniec
60200;1;koniec
60400;2;koniec
60600;2;koniec
60700;2;koniec
61100;5;koniec
61200;5;koniec
61300;5;koniec
61400;5;koniec
62100;4;koniec
62200;4;koniec
62300;4;koniec
62400;4;koniec
64100;20;koniec
64200;2;koniec
64400;29;koniec
64500;29;koniec
64600;29;koniec
64800;35;koniec
65500;35;koniec
65700;35;koniec
66100;35;koniec
66200;28;koniec
66300;28;koniec
66400;26;koniec
66500;35;koniec
66600;35;koniec
66700;35;koniec
66800;35;koniec
68200;35;koniec
68800;35;koniec
69700;35;koniec
69800;35;koniec
