316;58;127;koniec
336;62;132;koniec
341;63;133;koniec
342;63;133;koniec
343;63;133;koniec
345;63;133;koniec
346;63;133;koniec
347;63;133;koniec
373;64;134;koniec
481;52;117;koniec
